ProlificID,r1_pred,r1_pred_t_First Click,r1_pred_t_Last Click,r1_pred_t_Page Submit,r1_pred_t_Click Count,r2_pred,r2_pred_t_First Click,r2_pred_t_Last Click,r2_pred_t_Page Submit,r2_pred_t_Click Count,r3_pred,r3_pred_t_First Click,r3_pred_t_Last Click,r3_pred_t_Page Submit,r3_pred_t_Click Count,r4_pred,r4_pred_t_First Click,r4_pred_t_Last Click,r4_pred_t_Page Submit,r4_pred_t_Click Count,r5_pred,r5_pret_t_First Click,r5_pret_t_Last Click,r5_pret_t_Page Submit,r5_pret_t_Click Count,r6_pred,r6_pred_t_First Click,r6_pred_t_Last Click,r6_pred_t_Page Submit,r6_pred_t_Click Count,r7_pred,r7_pred_t_First Click,r7_pred_t_Last Click,r7_pred_t_Page Submit,r7_pred_t_Click Count,attention_check,r8_pred,r8_pred_t_First Click,r8_pred_t_Last Click,r8_pred_t_Page Submit,r8_pred_t_Click Count,r9_pred,r9_pred_t_First Click,r9_pred_t_Last Click,r9_pred_t_Page Submit,r9_pred_t_Click Count,r10_pred,r10_pred_t_First Click,r10_pred_t_Last Click,r10_pred_t_Page Submit,r10_pred_t_Click Count,r11_v1,r11_pred_t_First Click,r11_pred_t_Last Click,r11_pred_t_Page Submit,r11_pred_t_Click Count,r12_pred,r12_pred_t_First Click,r12_pred_t_Last Click,r12_pred_t_Page Submit,r12_pred_t_Click Count,r13_pred,r13_pred_t_First Click,r13_pred_t_Last Click,r13_pred_t_Page Submit,r13_pred_t_Click Count,r14_pred,r14_pred_t_First Click,r14_pred_t_Last Click,r14_pred_t_Page Submit,r14_pred_t_Click Count,r15_pred,r15_pred_t_First Click,r15_pred_t_Last Click,r15_pred_t_Page Submit,r15_pred_t_Click Count,r16_pred,r16_pred_t_First Click,r16_pred_t_Last Click,r16_pred_t_Page Submit,r16_pred_t_Click Count,r17_pred,r17_pred_t_First Click,r17_pred_t_Last Click,r17_pred_t_Page Submit,r17_pred_t_Click Count,r18_pred,r18_pred_t_First Click,r18_pred_t_Last Click,r18_pred_t_Page Submit,r18_pred_t_Click Count,r19_pred,r19_pred_t_First Click,r19_pred_t_Last Click,r19_pred_t_Page Submit,r19_pred_t_Click Count,r20_pred,r20_pred_t_First Click,r20_pred_t_Last Click,r20_pred_t_Page Submit,r20_pred_t_Click Count,final_categorical,final_categorical_t_First Click,final_categorical_t_Last Click,final_categorical_t_Page Submit,final_categorical_t_Click Count,rewards,round,version
63d023f75eaafe675b6fa5fd,2,6.85,6.85,8.656,1,2,4.4,4.4,5.625,1,1,1.875,1.875,3.165,1,1,1.088,1.088,2.355,1,2,3.474,3.474,4.292,1,1,2.831,2.831,4.229,1,2,1.217,1.217,2.282,1,11,2,1.451,1.451,2.356,1,1,1.188,1.188,2.254,1,1,0.955,0.955,2.053,1,1,0.983,0.983,2.258,1,2,0.791,0.791,1.945,1,2,0.964,0.964,1.958,1,2,0.912,0.912,1.708,1,2,1.063,1.063,2.188,1,2,1.02,1.02,1.9,1,1,2.487,2.487,3.707,1,1,1.17,1.17,2.284,1,2,0.674,0.674,1.771,1,1,0.642,0.642,1.677,1,2,3.842,3.842,5.126,1,0.55,21,3
58a53ea734fcb30001053e08,1,1.06,1.06,1.653,1,1,0.831,0.831,1.373,1,2,1.087,1.087,1.528,1,1,0.743,0.743,1.484,1,1,0.859,0.859,1.33,1,1,0.952,0.952,1.301,1,1,1.017,1.017,1.475,1,11,1,0.861,0.861,1.301,1,1,0.993,0.993,1.351,1,2,0.272,1.138,1.581,2,1,0.671,0.671,0.9,1,1,0.647,0.647,0.966,1,2,0.214,1.064,1.332,2,2,0.812,0.812,1.25,1,2,0.746,1.346,1.821,2,2,0.2,0.747,1.239,2,2,1.26,1.26,2.9,1,2,0.891,0.891,1.456,1,1,0.797,0.797,1.255,1,2,1.226,1.226,1.653,1,2,3.662,4.162,4.183,2,0.55,21,1
668ddcae66b7fcec2f492fd0,1,3.934,3.934,4.873,1,1,1.178,1.178,2.086,1,1,0.835,0.835,1.564,1,1,0.963,0.963,1.862,1,1,0.831,0.831,1.588,1,1,1.041,1.041,1.787,1,1,1.219,1.219,2.25,1,11,1,1.06,1.06,1.945,1,1,0.762,0.762,1.485,1,1,0.896,0.896,1.642,1,1,0.965,0.965,1.694,1,1,0.749,0.749,1.332,1,1,0.852,0.852,1.636,1,1,0.603,0.603,1.361,1,1,1.7,1.7,2.733,1,1,1.392,1.392,2.104,1,1,9.375,9.375,10.304,1,1,3.629,3.629,4.878,1,1,1.433,1.433,2.215,1,1,1.94,1.94,2.62,1,1,3.006,3.006,4.36,1,0.4,21,3
6150a7aff22eb4723de2341a,1,4.94,5.657,7.286,2,1,1.275,1.275,2.054,1,1,1.235,2.235,3.065,2,1,1.317,1.317,2.179,1,1,0.728,0.728,1.375,1,1,2.484,3.334,3.906,2,1,0.704,0.704,1.397,1,11,1,0.837,0.837,1.565,1,1,0.798,0.798,1.461,1,1,0.694,1.194,1.792,2,1,0.857,0.857,3.689,1,1,0.69,0.69,1.283,1,1,0.7,0.7,1.243,1,1,0.861,0.861,1.57,1,1,0.613,0.613,1.24,1,1,0.866,0.866,1.526,1,1,0.785,0.785,1.463,1,1,0.776,1.493,1.505,2,1,0.789,0.789,1.535,1,1,0.55,0.55,1.243,1,2,3.494,3.494,4.27,1,0.4,21,2
5c42220ab00b3300018f1156,1,3.897,3.897,5.38,1,1,2.369,2.369,4.418,1,1,2.227,2.227,2.974,1,1,1.546,1.546,2.601,1,1,1.538,1.538,2.327,1,1,1.796,1.796,2.947,1,1,0.933,0.933,2.087,1,11,1,2.159,2.159,2.81,1,1,1.82,1.82,2.953,1,1,2.248,2.248,2.956,1,1,2.09,2.09,2.663,1,1,1.034,1.034,1.8,1,1,0.962,0.962,1.685,1,1,1.089,1.089,1.929,1,1,1.692,1.692,2.535,1,1,1.152,1.152,1.924,1,1,1.606,1.606,2.532,1,1,1.319,1.319,1.972,1,1,0.883,0.883,1.505,1,1,0.682,0.682,1.353,1,2,2.877,2.877,3.679,1,0.4,21,1
5f28080c17334b02e7750f9d,2,2.747,2.747,4,1,2,1.187,1.187,2.467,1,2,1.358,1.358,2.421,1,1,0.647,0.647,1.4,1,1,1.34,1.34,2.385,1,1,0.832,0.832,1.718,1,1,1.281,1.281,2.001,1,11,2,0.982,0.982,3.188,1,2,0.758,0.758,1.719,1,2,0.5,0.5,2.431,1,2,2.606,2.606,3.436,1,2,0.916,0.916,1.871,1,1,1.172,1.767,2.98,2,1,1.027,1.027,2.148,1,1,1.249,1.824,3.04,2,2,3.362,3.362,4.162,1,2,0.541,1.57,2.193,2,2,0.669,0.669,1.559,1,2,0.687,0.687,1.918,1,2,0.667,0.667,1.885,1,2,1.456,1.456,2.524,1,0.35,21,3
582bee72b1afc30001af4eb4,2,4.365,4.365,5.926,1,2,2.892,2.892,4.164,1,2,1.204,1.204,2.445,1,2,1.225,1.225,3.55,1,2,1.933,1.933,3.276,1,2,1.091,2.238,2.757,2,2,0.976,0.976,1.831,1,11,2,1.094,1.094,2.07,1,1,1.33,1.33,2.145,1,1,1.712,1.712,2.864,1,2,1.086,1.086,1.93,1,2,1.811,1.811,2.963,1,1,1.242,1.242,2.675,1,1,1.246,1.246,2.036,1,2,1.73,1.73,2.603,1,2,1.087,1.087,2.467,1,2,1.713,1.713,2.708,1,1,1.197,2.099,3.16,2,1,0.902,0.902,1.657,1,2,1.245,1.245,2.374,1,2,2.283,2.283,3.473,1,0.5,21,2
63d16095e853005ff591b9a1,2,14.975,14.975,16.954,1,2,2.719,2.719,6.757,1,2,1.779,3.031,3.721,2,1,1.195,2.091,3.447,2,1,1.438,1.438,2.501,1,2,1.069,1.069,2.319,1,2,1.135,1.135,2.344,1,11,2,2.059,2.059,3.501,1,2,1.456,1.456,2.392,1,2,1.388,1.388,3.521,1,2,1.179,1.179,5.218,1,2,0.802,0.802,2.278,1,1,1.019,2.167,2.776,2,2,1.374,1.374,2.425,1,2,1.407,1.407,3.361,1,2,1.183,1.183,2.364,1,2,1.053,1.053,2.199,1,1,4.113,4.113,5.25,1,1,3.39,3.39,4.286,1,2,1.834,2.295,3.306,2,1,3.245,3.688,4.972,2,0.45,21,3
6562c55e28c4121b6401c0c7,1,2.085,2.085,3.086,1,2,1.568,1.568,2.63,1,2,1.316,1.316,2.243,1,1,0.969,0.969,2.028,1,1,0.663,1.867,3.06,2,2,0.474,0.474,2.028,1,2,0.868,0.868,1.727,1,11,2,0.991,0.991,2.322,1,2,0.782,0.782,1.992,1,2,0.861,0.861,1.775,1,1,0.425,0.425,1.35,1,1,0.428,0.428,1.538,1,1,0.595,1.348,2.295,2,1,0.807,1.73,2.675,2,2,0.506,0.506,1.501,1,2,0.712,0.712,1.727,1,1,0.546,0.546,1.656,1,1,0.527,0.527,1.491,1,2,0.655,0.655,1.573,1,2,0.861,0.861,1.865,1,1,5.731,5.731,6.649,1,0.45,21,3
656f7fba85a23ce8c05f5e01,1,0.963,0.963,2.129,1,1,0.762,0.762,1.745,1,1,0.73,0.73,1.482,1,1,0.711,0.711,1.376,1,1,0.548,0.548,1.445,1,1,0.701,0.701,1.604,1,1,0.519,0.519,1.235,1,11,2,0.542,0.542,1.202,1,2,0.523,0.523,1.182,1,2,0.511,1.387,1.958,2,1,0.421,0.421,1.103,1,1,0.41,0.41,2.467,1,1,1.357,1.357,2.1,1,1,0.936,0.936,1.842,1,1,0.782,0.782,1.562,1,1,0.818,0.818,1.418,1,2,0.728,1.316,1.981,2,2,0.741,0.741,1.33,1,1,1.132,1.132,1.984,1,1,0.855,0.855,1.512,1,2,1.832,1.832,2.984,1,0.25,21,2
63136abbe2b94662e883bf11,2,1.813,1.813,2.745,1,2,2.56,2.56,3.57,1,1,1.366,1.366,2.387,1,2,3.688,5.45,6.401,3,2,0.846,0.846,1.83,1,1,2.045,2.99,3.578,2,2,0.836,1.465,2.54,2,11,1,1.152,1.152,2.194,1,2,0.868,0.868,1.645,1,2,0.824,0.824,1.548,1,1,0.97,1.654,2.497,2,2,0.885,1.892,2.849,3,2,0.481,0.481,1.472,1,1,0.92,0.92,1.746,1,1,0.915,1.335,2.077,2,1,0.503,0.503,1.4,1,1,0.912,2.807,3.974,4,1,0.633,1.105,1.881,2,2,0.676,0.676,1.859,1,1,1.113,1.113,2.041,1,2,5.622,5.622,7.531,1,0.6,21,1
6613fbd97d84091e654e5ca6,2,2.229,2.229,3.335,1,1,0.999,0.999,1.914,1,1,0.934,0.934,1.961,1,2,1.138,1.138,2.156,1,2,0.947,0.947,2.014,1,1,1.058,1.058,1.925,1,2,0.838,0.838,1.672,1,11,1,0.898,0.898,1.949,1,2,0.91,0.91,1.738,1,2,1.055,1.055,1.834,1,1,1.027,1.027,1.741,1,2,0.888,0.888,1.683,1,1,0.908,0.908,1.703,1,2,1.589,1.589,2.352,1,1,0.896,0.896,1.803,1,2,0.773,0.773,1.489,1,2,0.879,0.879,1.69,1,1,0.879,0.879,1.642,1,2,0.82,0.82,1.507,1,1,0.929,0.929,1.852,1,2,4.641,4.641,5.868,1,0.55,21,3
63e54d97fa5c58916e667110,1,12.859,12.859,14.614,1,1,2.932,2.932,3.902,1,2,1.043,1.043,2.102,1,2,5.077,5.077,5.947,1,2,2.173,2.173,3.447,1,2,1.324,1.324,2.231,1,2,0.796,0.796,2.325,1,11,2,1.85,1.85,2.888,1,2,0.711,1.294,1.701,2,2,0.671,0.671,1.301,1,2,0.767,0.767,1.533,1,2,0.66,0.66,1.582,1,2,0.571,0.571,1.244,1,2,0.88,0.88,1.692,1,1,0.675,0.675,1.435,1,2,0.948,0.948,1.793,1,1,0.871,0.871,1.822,1,2,0.844,0.844,1.776,1,2,0.808,0.808,1.978,1,1,0.729,0.729,1.573,1,2,3.187,3.187,3.914,1,0.45,21,1
605f61f6a2529d666698844b,1,5.177,5.177,8.838,1,1,2.881,2.881,3.975,1,2,3.147,3.147,4.416,1,2,1.662,1.662,3.781,1,1,2.498,2.498,3.415,1,1,1.565,1.565,2.578,1,1,1.516,1.516,2.6,1,11,2,1.457,1.457,2.647,1,2,0.875,0.875,1.942,1,1,1.467,1.467,2.44,1,2,1.171,1.171,2.119,1,2,0.811,0.811,1.725,1,2,1.49,1.49,2.487,1,2,1.741,1.741,2.697,1,2,1.469,1.469,2.656,1,2,1.695,1.695,2.691,1,2,1.438,1.438,2.649,1,1,1.569,1.569,2.533,1,2,1.624,1.624,2.613,1,2,2.072,2.072,2.994,1,2,4.888,4.888,6.341,1,0.25,21,1
5c5198da659655000168955d,1,4.22,4.22,5.193,1,1,2.127,2.127,2.993,1,1,1.801,1.801,2.557,1,1,0.89,0.89,1.85,1,2,0.825,0.825,1.84,1,2,1.077,1.077,1.893,1,2,0.852,0.852,1.604,1,11,2,1.3,1.3,2.638,1,2,1.049,1.049,2.395,1,2,0.871,0.871,1.547,1,1,0.498,0.498,1.338,1,1,0.655,0.655,1.548,1,1,0.928,0.928,1.674,1,1,0.746,0.746,1.556,1,2,0.506,1.215,1.653,2,2,1.25,1.25,2.248,1,1,0.897,0.897,1.981,1,2,3.157,3.157,4.117,1,2,1.3,1.3,2.25,1,2,1.164,1.164,2.672,1,2,3.178,3.178,4.12,1,0.65,21,3
663e7e85449ebc055cb547f1,2,6.354,6.354,7.303,1,2,1.645,1.645,2.806,1,2,0.821,0.821,1.779,1,2,3.085,3.085,4.336,1,2,0.72,0.72,1.766,1,2,0.883,0.883,1.856,1,1,0.669,0.669,1.663,1,11,2,4.031,4.031,4.594,1,2,0.889,0.889,2.164,1,2,0.814,1.71,2.018,2,2,0.835,0.835,1.876,1,2,1.178,1.178,1.855,1,2,1.086,1.086,1.75,1,2,0.98,0.98,1.795,1,2,0.878,0.878,1.756,1,2,0.946,0.946,1.654,1,2,1.183,1.183,2.031,1,2,0.562,0.562,1.458,1,2,0.924,0.924,1.673,1,2,0.598,0.598,1.439,1,2,2.581,2.581,5.6,1,0.55,21,1
63647b449ebb941211f7db5c,1,4.7,4.7,5.501,1,1,2.7,2.7,3.369,1,2,0.989,1.521,2.087,2,2,0.801,0.801,2.455,1,2,0.7,0.7,1.445,1,1,0.601,0.601,1.2,1,2,0.601,0.601,1.38,1,11,2,0.901,0.901,1.501,1,2,0.602,0.602,1.189,1,1,0.702,0.702,1.388,1,1,0.801,1.396,2,2,1,0.976,1.571,2.18,2,2,0.696,0.696,1.202,1,2,0.601,0.601,1.296,1,2,0.602,0.602,1.284,1,1,0.6,0.6,1.682,1,1,0.702,0.702,1.288,1,1,1.601,1.601,2.298,1,2,0.992,0.992,1.401,1,1,0.769,0.769,1.3,1,2,5.377,5.377,5.988,1,0.3,21,1
676fa93a6e1840db7ea43423,2,4.846,4.846,6.021,1,2,0.982,2.17,6.713,2,2,2.205,2.205,3.147,1,2,0.849,0.849,2.262,1,2,0.721,0.721,1.846,1,2,0.687,0.687,1.563,1,2,0.72,0.72,1.569,1,11,2,2.838,2.838,3.834,1,2,0.635,0.635,1.376,1,2,0.595,1.145,1.525,2,2,0.75,0.75,1.359,1,2,0.402,0.402,1.261,1,2,0.764,0.764,1.73,1,1,1.19,1.19,1.988,1,1,0.631,0.631,1.405,1,2,0.382,0.934,1.301,2,2,0.427,0.427,1.144,1,2,0.427,0.427,1.042,1,1,0.201,0.201,1.074,1,2,0.426,0.426,1.277,1,2,3.165,3.165,4.733,1,0.65,21,1
66f0c81ea46a554aeb92cd04,2,17.4,17.4,19.338,1,1,2.984,2.984,3.835,1,2,3.159,3.159,4.843,1,2,1.088,1.088,2.501,1,2,1.599,1.599,2.688,1,1,0.866,0.866,1.633,1,2,1.872,1.872,2.676,1,11,2,1.573,1.573,2.44,1,1,0.905,0.905,1.856,1,1,1.053,1.053,1.501,1,2,1.09,1.09,1.675,1,2,1.099,1.099,1.671,1,1,0.801,0.801,1.452,1,2,0.978,0.978,1.996,1,2,1.194,1.194,1.864,1,2,1.304,2.689,2.6,2,1,1.464,2.432,2.449,2,2,3.291,3.94,3.965,2,2,0.91,3.258,3.278,2,2,4.436,5.171,5.188,2,2,5.127,7.193,7.101,2,0.5,21,2
5f489766dbc4a2364c0f4f93,2,7.372,7.372,8.699,1,1,2.076,2.076,4.8,1,2,1.156,1.156,2.452,1,2,1.164,1.164,2.551,1,2,1.044,1.044,1.866,1,2,1.358,1.358,2.752,1,2,1.332,1.332,2.711,1,11,2,1.029,1.029,2.231,1,1,0.858,0.858,2.617,1,2,0.715,0.715,1.886,1,2,0.544,0.544,1.7,1,1,1.062,1.062,2.248,1,1,1.102,1.102,2.642,1,2,0.96,0.96,2.163,1,2,1.031,1.031,2.224,1,2,0.792,0.792,1.971,1,1,1.351,1.351,2.469,1,1,1.055,1.055,2.156,1,1,0.846,0.846,2.187,1,1,0.868,0.868,1.93,1,2,2.857,2.857,4.06,1,0.6,21,2
6751029bbc56ad2917b27778,1,6.606,6.606,9.406,1,1,3.285,3.285,4.005,1,2,7.3,7.3,7.906,1,2,3.987,3.987,4.724,1,2,1.409,1.409,2.501,1,1,1.198,1.198,2.646,1,1,10.715,10.715,11.476,1,11,1,2.023,2.023,2.754,1,2,4.697,4.697,5.449,1,1,1.737,1.737,2.54,1,1,0.807,0.807,1.641,1,1,0.881,0.881,1.601,1,1,1.56,1.56,2.303,1,1,0.958,0.958,1.855,1,1,2.529,2.529,3.242,1,1,1.667,1.667,2.365,1,1,5.252,6.283,7.468,2,1,2.701,2.701,3.319,1,2,1.419,1.419,2.284,1,2,1.288,1.288,1.976,1,1,7.836,7.836,8.732,1,0.5,21,3
6705f9372b81e6f4e1e195df,1,2.068,2.068,3.198,1,1,0.954,0.954,1.916,1,2,2.152,2.152,2.73,1,2,0.959,1.863,2.657,2,2,2.482,2.482,3.172,1,1,0.81,0.81,1.436,1,2,1.058,1.058,2.372,1,11,1,1.881,2.369,3.051,2,1,1.436,1.436,2.158,1,2,3.427,3.427,4.125,1,2,1.299,1.299,2.053,1,2,0.504,0.504,1.042,1,1,1.183,1.183,1.856,1,1,0.615,0.615,1.202,1,1,2.642,2.642,3.268,1,1,0.479,0.479,1.121,1,1,1.157,1.157,1.727,1,2,2.377,2.377,2.971,1,1,1.375,1.375,2.049,1,1,1.044,1.044,1.701,1,2,3.156,3.156,4.133,1,0.4,21,3
67acae4d2601703808e7e666,1,3.422,3.422,4.151,1,1,1.533,1.533,2.187,1,2,1.001,1.001,1.993,1,2,1.637,1.637,2.125,1,2,1.288,1.288,1.972,1,2,0.889,0.889,1.711,1,2,0.924,0.924,1.676,1,11,2,1.145,1.145,2.004,1,2,0.807,0.807,1.173,1,1,0.564,0.564,1.135,1,2,0.402,0.402,0.967,1,1,0.801,0.801,1.37,1,1,0.701,0.701,1.291,1,1,0.909,0.909,1.47,1,1,1.14,1.14,1.545,1,1,1.927,3.016,3.581,2,1,0.945,0.945,1.378,1,2,1.378,1.378,1.713,1,2,0.528,0.528,0.902,1,1,0.886,0.886,1.282,1,2,4.439,4.439,5.264,1,0.4,21,1
5c90094e71f3100016181ea9,2,11.049,11.049,12.8,1,1,8.702,8.702,10.159,1,1,5.212,5.212,7,1,2,6.671,6.671,8.288,1,2,4.501,4.501,5.802,1,2,2.519,2.781,3.958,2,1,2.357,2.357,3.45,1,11,2,4.743,4.743,5.708,1,2,1.739,1.739,3.47,1,2,3.962,3.962,5.863,1,2,3.594,3.594,4.785,1,1,6.14,6.14,7.323,1,1,1.515,1.515,2.762,1,1,2.761,2.761,3.89,1,1,3.367,3.367,4.254,1,2,2.295,2.295,3.7,1,2,2.103,2.103,3.57,1,2,3.92,5.421,6.761,2,1,4.241,4.241,5.346,1,1,2.218,3.277,4.429,2,2,5.114,5.114,6.506,1,0.55,21,1
5d02c9be020a21001835c3b4,2,16.1,16.1,18.371,1,2,14.827,14.827,19.058,1,2,14.398,14.398,16.105,1,1,2.565,2.565,4.275,1,2,1.343,2.476,3.046,2,1,1.527,1.527,3.092,1,2,7.321,7.321,8.882,1,11,2,3.684,3.684,5.049,1,1,1.309,1.309,2.73,1,2,1.259,1.259,2.388,1,1,3.419,3.419,4.564,1,2,1.303,1.303,2.491,1,2,1.489,1.489,2.601,1,1,1.119,1.119,3.005,1,1,1.006,1.006,2.114,1,1,0.977,0.977,2.602,1,2,2.14,2.14,3.383,1,1,1.357,1.357,2.657,1,1,6.096,6.096,7.236,1,2,2.223,2.223,3.506,1,1,6.223,6.223,7.756,1,0.45,21,3
6630fe529aafd2ed163cfd25,1,5.172,5.172,7.476,1,1,2.948,2.948,5.7,1,2,5.915,5.915,6.518,1,2,1.304,1.304,2.752,1,1,1.98,1.98,3.72,1,1,1.751,2.56,6.487,2,1,2.255,2.255,3.939,1,11,1,1.711,1.711,4.138,1,1,0.955,0.955,3.068,1,1,1.146,1.146,3.458,1,1,4.763,5.551,6.569,2,1,1.434,1.434,3.615,1,2,1.617,1.617,4.493,1,2,0.919,0.919,4.322,1,1,0.838,0.838,2.994,1,2,1.99,1.99,3.353,1,2,2.53,3.002,3.901,2,2,2.419,2.419,3.156,1,1,1.738,1.738,3.354,1,1,0.807,0.807,2.435,1,2,6.404,6.404,8.256,1,0.35,21,2
664c9b6a4012d4027365577c,2,6.041,6.041,7.67,1,2,1.951,1.951,3.296,1,1,6.061,6.061,7.141,1,2,4.348,4.348,5.3,1,1,1.703,1.703,3.049,1,1,1.143,1.143,2.069,1,1,1.293,1.293,2.723,1,11,2,4.708,4.708,5.684,1,2,2.373,2.373,3.818,1,2,0.796,0.796,1.974,1,1,1.84,1.84,2.951,1,1,1.015,1.015,1.861,1,1,1.48,1.48,2.323,1,2,1.006,1.006,2.001,1,2,2.366,2.366,3.593,1,2,2.307,2.307,3.269,1,1,2.003,2.602,2.981,2,1,2.486,2.486,3.528,1,1,1.827,2.927,3.437,2,2,1.838,1.838,2.8,1,2,3.613,3.613,5.293,1,0.5,21,2
5a6d4c08e6cc4a0001b6c4f6,2,3.075,3.075,4.092,1,2,1.674,1.674,2.37,1,2,0.901,0.901,1.967,1,1,0.795,0.795,1.455,1,1,0.905,1.561,2.149,2,1,0.901,0.901,1.63,1,1,0.651,0.651,1.487,1,11,1,1.408,1.408,2.251,1,1,1.673,1.673,2.367,1,2,0.939,0.939,1.693,1,2,0.976,0.976,1.825,1,2,0.59,0.59,1.414,1,2,0.561,0.561,2.37,1,2,0.529,0.529,1.605,1,1,0.81,0.81,1.599,1,2,0.928,0.928,1.797,1,1,0.921,0.921,1.676,1,1,0.465,1.371,2.347,2,1,0.598,0.598,1.427,1,1,0.448,0.448,1.379,1,2,2.753,2.753,3.427,1,0.15,21,3
680d2d86e66d1e2a91357982,1,2.988,12.292,13.467,7,1,5.219,8.325,9.784,5,2,1.06,3.364,4.566,4,1,1.846,5.185,6.277,4,1,1.007,4.513,5.689,5,2,2.319,3.736,4.845,3,2,1.146,3.45,4.525,4,11,1,1.652,2.203,3.546,2,2,0.937,2.772,3.778,3,1,1.105,3.375,4.384,5,1,1.417,5.726,7.034,5,1,0.842,2.411,3.438,3,1,1.614,4.32,5.902,5,2,1.033,3.541,4.702,5,1,1.325,3.146,4.301,4,2,0.869,3.442,4.301,5,2,1.117,4.423,5.731,3,1,1.264,2.915,3.923,4,2,1.197,2.968,4.158,4,1,0.989,2.075,3.265,3,2,3.304,5.742,6.8,3,0.4,21,2
5a5c23afe0cf3d0001268781,2,1.5,1.5,2.16,1,2,0.646,0.646,1.508,1,2,0.823,0.823,1.402,1,1,0.63,0.63,1.249,1,1,2.476,2.476,3.352,1,1,0.539,0.539,1.191,1,2,0.461,0.805,1.546,2,11,2,1.122,1.122,1.966,1,2,0.903,0.903,1.675,1,1,0.55,0.55,1.274,1,2,0.501,0.501,1.374,1,2,0.771,0.771,1.202,1,2,0.538,0.538,1.198,1,1,1.25,1.25,2.389,1,2,0.646,0.646,1.257,1,2,0.622,0.622,1.77,1,1,0.635,1.147,1.406,2,1,0.755,0.755,1.383,1,2,0.392,0.392,0.995,1,2,0.577,0.577,1.221,1,2,1.304,1.304,1.97,1,0.55,21,2
60fded771d362f0624a42a38,1,2.71,7.852,8.431,5,1,1.589,2.756,3.252,3,2,1.789,2.467,2.944,2,2,0.904,1.527,1.901,2,1,1.795,2.285,2.731,2,2,0.773,5.945,6.926,6,2,0.876,1.881,2.516,2,11,2,1.008,1.825,2.254,3,2,0.939,1.803,2.231,3,2,0.966,1.899,2.343,3,1,0.633,1.68,2.132,2,1,0.91,1.807,2.218,3,2,0.954,2.329,2.863,4,1,0.626,1.649,2.2,3,1,1.056,2.057,2.487,3,1,0.618,1.416,1.868,2,2,0.697,1.499,1.881,2,2,0.758,1.492,1.894,2,2,0.893,2.468,2.921,4,1,0.578,2.142,2.594,2,2,2.082,6.358,8.125,5,0.35,21,2
675e2cfe9d1dc3460e00842c,1,3.625,3.625,4.882,1,1,1.426,1.426,2.652,1,1,1.057,1.057,2.466,1,1,1.816,1.816,2.841,1,1,1.22,1.22,2.236,1,1,1.753,1.753,2.954,1,1,2.941,2.941,4.18,1,11,1,1.575,1.575,2.683,1,1,1.013,1.013,1.989,1,1,1.509,1.509,2.647,1,1,1.472,1.472,2.352,1,1,1.753,1.753,3.037,1,1,1.661,1.661,3.318,1,1,1.704,1.704,3.179,1,1,1.357,1.357,2.672,1,1,1.917,1.917,3.376,1,1,2.398,2.398,4.798,1,1,1.589,1.589,2.876,1,1,1.495,1.495,2.999,1,1,1.514,1.514,2.759,1,2,3.006,3.006,4.606,1,0.4,21,2
6751dc7082001cddf839b91b,1,8.457,8.457,9.451,1,2,2.269,2.269,4.762,1,2,1.756,2.814,3.656,2,2,2.241,2.241,3.361,1,1,1.373,1.373,2.501,1,1,1.197,1.197,2.974,1,1,1.9,1.9,3.08,1,11,2,1.215,1.215,2.474,1,2,0.735,0.963,2.183,2,1,1.439,1.439,2.463,1,1,1.575,1.575,2.401,1,2,1.599,3.276,4.11,2,1,1.374,1.374,2.682,1,1,1.228,1.228,2.156,1,2,1.177,1.177,2.592,1,2,1.769,1.769,3.157,1,1,1.293,1.293,2.528,1,1,1.279,2.088,3.572,2,2,1.058,1.058,2.062,1,1,2.701,2.701,4.159,1,2,4.628,4.628,6.276,1,0.35,21,3
678338d2e064e20d43afcfdc,1,11.618,11.618,13.445,1,1,7.693,7.693,11.984,1,2,5.733,5.733,6.998,1,1,2.948,2.948,4.751,1,1,2.78,2.78,4.885,1,2,1.984,1.984,4.267,1,2,1.499,1.499,3.387,1,11,2,2.654,2.654,3.648,1,2,3.289,3.289,5.164,1,1,1.692,1.692,2.613,1,2,1.506,1.506,2.417,1,2,2.775,2.775,4.21,1,2,4.701,4.701,6.149,1,2,3.743,3.743,4.92,1,1,2.893,2.893,4.265,1,2,3.918,3.918,5.595,1,2,2.05,2.05,4.173,1,1,4.937,4.937,6.232,1,2,1.489,1.489,2.957,1,2,1.59,1.59,7.429,1,2,2.088,2.088,3.452,1,0.45,21,1
662943e28130e7eb5f034326,1,4.179,4.179,6.501,1,1,1.472,1.472,2.377,1,2,0.861,0.861,1.601,1,1,1.464,1.464,2,1,1,0.926,0.926,1.501,1,1,0.662,0.662,1.349,1,2,0.857,0.857,1.577,1,11,2,3.089,3.089,3.892,1,1,0.881,0.881,1.719,1,1,0.912,0.912,1.502,1,1,0.744,0.744,1.396,1,2,0.732,0.732,1.296,1,1,0.733,0.733,1.352,1,1,1.551,1.551,2.254,1,2,0.763,1.512,1.536,2,2,1.123,1.737,1.759,2,2,1.481,1.481,2.348,1,2,0.956,0.956,1.527,1,2,0.884,0.884,1.447,1,2,1.044,1.642,2.102,2,2,2.313,2.917,2.938,2,0.5,21,1
