ProlificID,r1_pred,r1_pred_t_First Click,r1_pred_t_Last Click,r1_pred_t_Page Submit,r1_pred_t_Click Count,r2_pred,r2_pred_t_First Click,r2_pred_t_Last Click,r2_pred_t_Page Submit,r2_pred_t_Click Count,r3_pred,r3_pred_t_First Click,r3_pred_t_Last Click,r3_pred_t_Page Submit,r3_pred_t_Click Count,r4_pred,r4_pred_t_First Click,r4_pred_t_Last Click,r4_pred_t_Page Submit,r4_pred_t_Click Count,r5_pred,r5_pret_t_First Click,r5_pret_t_Last Click,r5_pret_t_Page Submit,r5_pret_t_Click Count,r6_pred,r6_pred_t_First Click,r6_pred_t_Last Click,r6_pred_t_Page Submit,r6_pred_t_Click Count,r7_pred,r7_pred_t_First Click,r7_pred_t_Last Click,r7_pred_t_Page Submit,r7_pred_t_Click Count,attention_check,r8_pred,r8_pred_t_First Click,r8_pred_t_Last Click,r8_pred_t_Page Submit,r8_pred_t_Click Count,r9_pred,r9_pred_t_First Click,r9_pred_t_Last Click,r9_pred_t_Page Submit,r9_pred_t_Click Count,r10_pred,r10_pred_t_First Click,r10_pred_t_Last Click,r10_pred_t_Page Submit,r10_pred_t_Click Count,r11_v1,r11_pred_t_First Click,r11_pred_t_Last Click,r11_pred_t_Page Submit,r11_pred_t_Click Count,r12_pred,r12_pred_t_First Click,r12_pred_t_Last Click,r12_pred_t_Page Submit,r12_pred_t_Click Count,r13_pred,r13_pred_t_First Click,r13_pred_t_Last Click,r13_pred_t_Page Submit,r13_pred_t_Click Count,r14_pred,r14_pred_t_First Click,r14_pred_t_Last Click,r14_pred_t_Page Submit,r14_pred_t_Click Count,r15_pred,r15_pred_t_First Click,r15_pred_t_Last Click,r15_pred_t_Page Submit,r15_pred_t_Click Count,r16_pred,r16_pred_t_First Click,r16_pred_t_Last Click,r16_pred_t_Page Submit,r16_pred_t_Click Count,r17_pred,r17_pred_t_First Click,r17_pred_t_Last Click,r17_pred_t_Page Submit,r17_pred_t_Click Count,r18_pred,r18_pred_t_First Click,r18_pred_t_Last Click,r18_pred_t_Page Submit,r18_pred_t_Click Count,r19_pred,r19_pred_t_First Click,r19_pred_t_Last Click,r19_pred_t_Page Submit,r19_pred_t_Click Count,r20_pred,r20_pred_t_First Click,r20_pred_t_Last Click,r20_pred_t_Page Submit,r20_pred_t_Click Count,r21_pred,r21_pred_t_First Click,r21_pred_t_Last Click,r21_pred_t_Page Submit,r21_pred_t_Click Count,r22_pred,r22_pred_t_First Click,r22_pred_t_Last Click,r22_pred_t_Page Submit,r22_pred_t_Click Count,r23_pred,r23_pred_t_First Click,r23_pred_t_Last Click,r23_pred_t_Page Submit,r23_pred_t_Click Count,r24_pred,r24_pred_t_First Click,r24_pred_t_Last Click,r24_pred_t_Page Submit,r24_pred_t_Click Count,final_categorical,final_categorical_t_First Click,final_categorical_t_Last Click,final_categorical_t_Page Submit,final_categorical_t_Click Count,rewards,round,version
5dda9b9a9d9e30a06d320ffb,1,14.748,14.748,15.902,1,1,3.7,3.7,5.615,1,2,2.153,2.153,3.203,1,1,1.203,1.203,2.917,1,2,1.14,1.14,1.909,1,2,0.895,0.895,1.561,1,2,0.672,0.672,1.497,1,11,1,1.022,1.022,1.928,1,2,0.724,0.724,1.566,1,2,0.738,0.738,1.435,1,1,0.542,0.542,1.376,1,2,2.029,2.029,2.8,1,2,0.804,0.804,1.559,1,2,0.627,0.627,1.373,1,1,1.195,1.195,2.048,1,1,4.542,4.542,5.392,1,1,2.931,2.931,3.837,1,1,0.765,0.765,1.823,1,1,0.788,0.788,1.75,1,2,0.617,0.617,1.659,1,2,1.058,1.058,1.731,1,1,0.609,0.609,1.674,1,2,0.534,0.534,1.601,1,2,0.554,0.554,1.46,1,2,4.661,4.661,5.742,1,0.7,25,2
5d2f054b1dde3600015e43d9,1,4.288,5.403,7.053,2,2,2.794,2.794,4.064,1,2,6.393,6.393,7.431,1,1,4.754,4.754,7.114,1,2,2.446,2.446,4.458,1,1,1.954,1.954,2.894,1,2,1.663,1.663,2.636,1,11,2,2.174,2.174,4.17,1,2,2.044,2.044,3.616,1,1,1.444,1.444,2.8,1,1,1.673,1.673,2.973,1,1,2.361,2.361,3.789,1,2,1.856,1.856,3.26,1,1,1.948,1.948,3.208,1,1,1.081,1.081,2.558,1,1,1.131,1.131,2.039,1,2,0.924,0.924,1.825,1,1,1.497,1.497,2.845,1,2,1.848,1.848,3.006,1,2,1.498,1.498,2.422,1,2,1.384,1.384,2.308,1,1,1.428,1.428,2.777,1,2,1.185,1.185,2.342,1,2,1.357,1.357,2.587,1,2,4.637,4.637,6.051,1,0.65,25,2
667d81a95170bdd075f74203,1,1.992,1.992,3.292,1,1,2.269,3.745,4.816,2,1,4.54,4.54,6.5,1,1,2.141,2.141,3.309,1,1,3.493,3.493,4.734,1,2,2.225,2.225,3.5,1,1,1.676,1.676,2.783,1,11,1,1.925,1.925,3.023,1,1,5.353,5.353,6.733,1,2,1.666,1.666,2.898,1,1,2.371,2.371,3.605,1,2,1.473,1.473,2.674,1,2,1.478,1.478,2.762,1,1,2.484,2.484,4.099,1,1,2.788,2.788,3.871,1,1,2.338,2.338,3.787,1,1,1.502,1.502,2.569,1,2,1.982,1.982,3.277,1,2,1.545,1.545,2.903,1,1,1.42,1.42,2.537,1,1,1.534,1.534,2.634,1,2,1.201,1.201,2.563,1,1,1.474,1.474,2.689,1,2,2.175,2.175,3.592,1,2,3.499,3.499,4.607,1,0.55,25,1
675d9cf5d9b26c34bbac262b,1,8.122,8.122,9.43,1,1,4.272,4.272,5.732,1,1,1.995,1.995,3.108,1,1,2.201,2.201,3.7,1,1,1.124,1.124,2.26,1,1,2.54,2.54,3.723,1,2,3.541,3.541,4.714,1,11,2,1.653,1.653,2.801,1,1,1.705,1.705,2.901,1,2,0.921,0.921,1.966,1,2,1.527,1.527,2.763,1,1,3.051,3.051,4.438,1,2,1.47,1.47,2.3,1,1,3.401,3.401,4.811,1,1,6.102,6.102,7.193,1,2,1.381,1.381,2.562,1,2,1.515,1.515,2.885,1,2,2.209,2.209,3.421,1,1,1.013,1.013,2.106,1,1,1.105,1.105,2.085,1,2,1.052,1.052,2.406,1,2,1.685,1.685,2.85,1,2,1.493,1.493,2.577,1,1,4.953,6.209,6.805,2,2,5.863,5.863,7.132,1,0.65,25,3
55c43918fdf99b080551e044,2,5.608,5.608,7.77,1,1,2.257,2.841,3.532,2,1,1.04,1.624,1.963,2,1,0.622,0.622,1.241,1,1,0.592,1.256,1.563,2,1,0.646,0.646,2.865,1,1,0.55,1.086,2.153,2,11,2,0.644,0.644,1.631,1,2,0.472,0.472,1.258,1,1,0.445,0.445,1.128,1,1,0.519,0.519,1.225,1,1,1.096,1.096,2.41,1,2,0.793,0.793,1.419,1,1,0.705,0.705,1.459,1,1,0.882,0.882,1.476,1,2,0.497,0.921,1.452,2,2,0.669,0.669,1.359,1,2,0.499,0.499,0.909,1,2,0.53,0.53,1.316,1,2,0.444,0.444,0.854,1,2,0.483,0.483,0.965,1,1,0.465,0.841,1.371,2,2,0.564,0.564,0.919,1,1,0.653,0.653,1.328,1,2,2.342,2.59,4.688,2,0.45,25,1
6110d4013bc9eefed6c65aca,2,2.404,2.404,4.378,1,1,5.177,5.177,9.118,1,1,1.025,1.025,3.93,1,1,2.735,2.735,3.906,1,2,2.441,2.441,4.065,1,1,1.823,1.823,3.925,1,1,1.41,1.41,3.679,1,11,2,1.169,1.169,1.995,1,2,1.081,1.081,3.988,1,2,1.617,1.617,3.549,1,1,0.9,0.9,2.817,1,1,1.188,1.188,3.588,1,1,1.244,1.244,4.129,1,2,1.533,1.533,3.544,1,1,1.569,1.569,3.141,1,1,1.687,1.687,2.9,1,2,3.234,3.234,4.987,1,1,2.033,2.033,2.881,1,2,3.714,3.714,5.66,1,1,1.523,1.523,2.774,1,2,2.02,2.02,3.386,1,2,1.742,1.742,2.555,1,2,2.16,2.16,3.188,1,2,2.025,2.025,2.883,1,1,4.88,4.88,8.038,1,0.65,25,3
62fee4976ce0883ebbc86e20,1,1.929,1.929,3.35,1,1,1.133,2.293,3.649,2,1,1.56,1.56,2.663,1,1,1.575,1.575,2.648,1,1,1.261,1.261,2.6,1,1,1.268,1.268,2.587,1,1,0.897,0.897,1.955,1,11,2,1.335,1.335,2.656,1,2,0.949,0.949,2.814,1,2,1.249,1.249,2.373,1,1,0.987,0.987,2.815,1,1,1.1,1.1,2.227,1,2,0.743,0.875,2.147,2,2,0.86,0.86,1.948,1,2,1.691,1.691,2.832,1,2,0.915,0.915,1.945,1,2,1.553,1.553,2.612,1,1,1.037,1.037,2.305,1,1,0.997,2.347,3.534,2,1,0.92,0.92,1.965,1,2,1.38,1.38,2.484,1,2,0.823,0.823,2.401,1,2,0.727,0.727,1.869,1,1,0.797,0.797,1.881,1,1,5.593,5.593,7.178,1,0.85,25,3
60bfd72cbf383d740b0d9b00,2,2.378,3.113,3.44,2,2,1.497,2.091,2.346,2,1,1.999,3.138,3.991,3,1,0.698,1.95,2.753,3,1,0.44,0.44,1.133,1,1,0.5,0.5,1.079,1,2,0.654,0.654,1.343,1,11,2,1.114,1.114,1.681,1,2,2.179,4.959,5.301,3,1,0.565,0.565,1.184,1,1,2.794,3.404,3.781,2,1,0.595,0.595,1.264,1,2,0.508,0.508,1,1,2,0.722,0.722,1.412,1,2,1.467,3.528,3.866,3,2,0.519,0.519,1.192,1,1,1.313,1.313,1.998,1,1,0.654,0.654,1.284,1,2,1.076,1.076,1.932,1,2,0.684,0.684,1.385,1,2,0.535,0.535,1.101,1,1,1.454,1.454,2.119,1,1,2.333,2.333,3.043,1,2,0.705,0.705,1.416,1,2,3.198,3.198,4.017,1,0.35,25,1
5842fc63bd63a400010f6ae7,2,4.636,4.636,5.745,1,2,3.661,4.261,4.798,2,1,3.413,3.413,4.099,1,2,2.26,2.26,2.951,1,2,2.528,3.692,4.642,2,2,1.064,1.064,1.738,1,1,0.949,0.949,1.754,1,11,2,7.976,7.976,8.521,1,2,3.097,3.097,3.866,1,1,1.075,1.075,1.897,1,2,1.043,1.043,1.599,1,1,1.785,2.436,2.457,2,1,2.997,3.629,3.65,2,1,1.367,1.367,2.074,1,2,1.679,2.56,3.247,2,2,1.836,2.451,2.476,2,1,3.046,3.046,3.729,1,1,1.191,1.739,1.761,2,1,1.667,1.667,2.319,1,2,2.965,3.516,3.533,2,1,1.474,1.474,2.174,1,2,2.123,2.123,2.764,1,2,1.662,2.31,2.332,2,1,2.25,2.25,2.838,1,2,3.862,5.729,5.748,3,0.8,25,1
63bccf97570dbab7870d78c7,2,6.708,6.708,7.518,1,1,3.768,3.768,4.82,1,2,1.606,1.606,2.318,1,2,1.701,1.701,2.465,1,2,5.847,5.847,6.524,1,1,4.873,4.873,5.517,1,2,1.569,2.323,2.735,2,11,1,5.925,5.925,6.916,1,1,4.598,4.598,6.034,1,2,7.077,7.924,8.262,2,2,1.103,1.103,2.2,1,2,9.889,9.889,11.214,1,2,7.351,7.351,8.289,1,2,2.266,2.266,3.486,1,1,1.221,1.221,2.072,1,1,0.764,0.764,1.525,1,1,0.641,0.641,1.363,1,2,0.702,0.702,3.071,1,2,0.487,0.487,1.254,1,1,0.577,0.577,1.329,1,2,1.234,1.591,2.472,2,2,0.976,0.976,2.715,1,2,0.407,0.407,1.048,1,2,0.977,0.977,1.607,1,2,2.46,2.46,3.371,1,0.65,25,2
5b68d45687af3100015849a9,2,1.009,1.009,1.899,1,2,1.689,1.689,2.868,1,1,0.777,0.777,1.683,1,2,0.978,0.978,1.7,1,2,0.88,0.88,1.705,1,2,1.161,1.161,2.147,1,2,0.945,0.945,1.812,1,11,2,0.905,0.905,1.956,1,1,1.566,1.566,2.359,1,2,1.114,1.114,2.166,1,2,1.171,1.171,1.917,1,2,1.955,1.955,3.462,1,2,2.498,2.498,3.356,1,2,0.844,1.78,2.736,2,2,1.094,1.094,1.889,1,1,0.769,0.769,1.797,1,2,0.915,0.915,1.82,1,2,0.838,0.838,1.688,1,1,0.826,0.826,1.62,1,1,0.679,0.679,1.404,1,2,0.785,0.785,1.466,1,2,0.801,0.801,1.989,1,2,0.627,0.627,1.5,1,2,1.642,2.81,4.134,2,2,2.738,2.738,3.773,1,0.55,25,3
6720d262ceed23c1ad0be1c7,1,4.941,4.941,7.186,1,2,1.516,1.516,3.517,1,2,2.01,2.01,3.234,1,2,1.439,1.439,2.696,1,1,0.979,0.979,2.131,1,1,3.514,3.514,4.417,1,1,1.51,1.51,2.301,1,11,2,2.33,2.33,3.35,1,1,0.866,0.866,2.234,1,1,0.683,0.683,1.741,1,2,1.362,1.362,2.845,1,1,2.271,2.271,3.503,1,2,1.511,1.511,2.735,1,1,1.153,1.153,2.095,1,2,1.167,1.167,2.238,1,2,1.413,1.413,2.886,1,2,1.594,1.594,2.881,1,1,1.346,3.557,4.791,2,1,1.176,1.176,2.461,1,2,1.098,1.098,2.312,1,1,0.882,0.882,2.146,1,2,0.98,1.533,2.835,2,2,1.164,1.164,2.228,1,2,0.821,0.821,1.892,1,2,2.978,2.978,4.594,1,0.7,25,2
6687d9858f8d80dad2f9998d,2,2.855,2.855,4.054,1,1,0.796,0.796,1.428,1,1,0.785,0.785,1.532,1,1,0.609,0.609,1.378,1,1,0.568,0.568,1.253,1,1,0.948,0.948,1.741,1,1,0.746,0.746,1.513,1,11,1,0.859,0.859,1.647,1,1,0.835,0.835,1.668,1,1,0.824,0.824,1.358,1,1,1.225,1.225,1.937,1,1,0.575,0.575,1.417,1,2,0.532,1.111,1.356,2,1,0.478,0.478,1.187,1,1,0.726,0.726,1.46,1,1,0.883,0.883,1.417,1,1,0.761,0.761,1.342,1,1,0.929,0.929,1.803,1,1,0.951,1.394,2.115,2,1,0.552,1.545,2.134,3,2,1.065,1.065,1.727,1,1,0.663,0.663,1.29,1,1,0.994,0.994,1.756,1,2,0.611,0.611,1.301,1,1,3.154,3.838,4.602,2,0.4,25,3
5a9998a14eecca0001dd791e,1,4.878,4.878,6.136,1,1,2.48,2.48,3.643,1,1,1.544,1.544,2.673,1,2,1.027,1.027,3.152,1,1,2.71,2.71,3.986,1,2,1.225,1.225,2.302,1,2,1.183,1.183,2.714,1,11,1,2.093,2.093,2.932,1,1,1.963,1.963,3.123,1,1,0.908,0.908,2.073,1,1,1.816,1.816,2.99,1,1,1.787,1.787,3.352,1,2,1.01,1.01,2.172,1,2,1.101,1.101,2.229,1,2,1.229,1.229,2.201,1,2,1.03,1.03,2.186,1,1,1.397,1.397,2.694,1,2,0.971,0.971,1.912,1,2,0.68,0.68,1.542,1,1,0.832,0.832,1.596,1,2,0.66,1.281,2.443,2,1,1.159,1.159,2.387,1,2,0.935,0.935,1.743,1,2,1.094,2.031,2.658,2,2,3.772,3.772,4.625,1,0.45,25,2
66ba691b4236537b8070b7d7,2,2.16,2.16,2.978,1,1,3.792,3.792,4.401,1,2,1.909,1.909,2.33,1,1,1.36,1.36,2.001,1,1,1.173,1.173,1.967,1,1,0.743,0.743,1.179,1,1,0.996,1.33,2.047,2,11,1,2.027,2.027,2.685,1,1,0.698,0.698,1.037,1,2,0.815,0.815,1.215,1,1,0.677,0.677,1.3,1,1,0.895,0.895,1.567,1,2,0.983,0.983,1.791,1,2,1.064,1.064,1.75,1,2,0.598,0.598,0.934,1,1,0.772,0.772,1.438,1,2,0.878,0.878,1.465,1,2,0.748,0.748,1.201,1,2,0.66,0.66,2.056,1,2,0.926,0.926,1.586,1,2,0.733,0.733,1.086,1,2,0.999,0.999,1.637,1,2,0.855,0.855,1.481,1,2,0.617,0.617,1.324,1,2,1.458,2.06,2.079,2,0.6,25,1
672aea5a3efac5a78f66707a,1,2.894,2.894,3.737,1,2,2.876,2.876,7.031,1,2,1.453,1.453,2.495,1,2,1.235,1.235,1.9,1,1,1.674,1.674,2.492,1,2,1.431,1.431,2.634,1,1,1.678,1.678,2.329,1,11,2,1.398,1.398,2.488,1,1,0.748,0.748,1.375,1,2,0.672,0.672,1.362,1,1,1.016,1.016,1.747,1,2,1.183,2.631,3.226,3,1,1.023,1.967,2.513,3,2,2.733,2.733,3.744,1,1,1.299,1.299,2.165,1,2,4.253,4.253,5.055,1,2,1.501,1.501,2.761,1,1,1.639,1.639,2.834,1,1,2.572,2.572,3.63,1,2,1.822,1.822,2.625,1,2,1.343,1.343,3.011,1,1,0.867,0.867,1.701,1,1,1.379,1.379,2.221,1,1,1.51,2.622,3.185,2,2,4.417,4.417,5.307,1,0.65,25,2
65e375588229327640a29ad9,2,5.302,5.302,6.283,1,1,11.399,11.399,12.624,1,2,8.437,9.221,9.661,2,2,4.71,4.71,5.567,1,2,1.619,1.619,5.998,1,1,16.05,16.05,16.954,1,2,22.138,22.138,22.94,1,11,2,28.463,28.463,29.29,1,2,7.379,7.379,9.203,1,1,4.653,4.653,5.533,1,1,1.779,1.779,2.755,1,2,3.826,3.826,4.475,1,2,5.219,5.219,6.116,1,1,5.243,5.243,6.019,1,2,2.198,2.198,3.063,1,2,1.575,1.575,2.639,1,1,1.537,1.537,2.602,1,1,3.76,3.76,4.625,1,1,3.479,3.479,4.393,1,2,3.581,3.581,4.201,1,2,1.949,1.949,2.789,1,1,3.502,3.502,4.248,1,1,0.905,0.905,1.754,1,2,0.73,0.73,1.354,1,1,4.571,4.571,6.46,1,0.65,25,3
66869948efe1461e1bfb0e70,1,2.722,2.722,4.3,1,1,1.136,1.136,2.229,1,1,0.894,1.511,2.556,2,1,1.038,1.038,4.17,1,1,1.658,1.658,2.601,1,1,0.906,0.906,1.932,1,1,1.379,1.379,2.543,1,11,1,4.654,4.654,5.899,1,1,1.259,1.259,2.236,1,1,1.098,1.098,2.578,1,1,0.816,0.816,1.893,1,1,1.08,1.08,2.027,1,1,0.703,0.703,1.731,1,1,1.198,1.198,2.125,1,1,1.415,1.415,2.397,1,1,0.86,0.86,1.843,1,1,2.045,2.045,3.258,1,1,0.971,0.971,1.866,1,1,1.492,1.492,2.789,1,1,1.394,1.394,2.375,1,1,1.303,1.303,2.284,1,1,1.339,1.339,2.451,1,1,0.729,0.729,2.201,1,1,0.822,0.822,1.801,1,2,2.108,8.675,9.734,2,0.5,25,2
6672394774f0704913ff5539,1,3.308,3.308,6.356,1,1,1.744,1.744,2.553,1,1,1.533,1.533,2.231,1,1,0.435,0.924,1.581,2,1,0.817,1.376,1.666,2,1,0.877,0.877,1.71,1,1,0.851,0.851,2.421,1,11,1,0.796,0.796,1.367,1,1,0.519,0.519,1.226,1,1,0.796,0.796,1.55,1,1,0.577,0.577,1.467,1,1,0.804,0.804,1.871,1,2,0.68,0.68,1.393,1,2,0.568,0.568,1.204,1,1,0.496,1.056,1.361,2,1,0.727,0.727,1.512,1,1,1.402,1.402,2.033,1,1,0.765,0.765,1.496,1,2,1.195,1.195,1.862,1,2,0.819,1.419,2.076,2,2,0.921,0.921,1.62,1,1,0.655,0.655,1.375,1,1,0.878,0.878,1.479,1,1,0.731,0.731,1.558,1,2,2.016,3.465,4.834,2,0.45,25,2
60c4e59f7d316239aa92f87d,1,2.111,2.111,4.586,1,2,2.102,2.102,3.066,1,2,1.322,1.322,2.23,1,2,1.033,1.033,2.425,1,1,0.792,0.792,1.441,1,1,0.961,0.961,2.176,1,2,0.925,0.925,1.827,1,11,2,0.792,0.792,2.107,1,1,0.711,0.711,1.557,1,2,0.661,0.661,1.778,1,2,0.572,0.572,1.552,1,1,0.999,2.496,2.971,3,1,0.98,1.8,2.742,2,2,0.898,0.898,1.687,1,2,1.005,1.005,1.783,1,1,0.921,0.921,1.501,1,1,1.128,1.128,1.767,1,2,0.8,0.8,1.545,1,2,1.093,1.093,1.705,1,1,1.709,1.709,2.901,1,1,1.023,1.023,1.857,1,2,1.028,1.028,1.986,1,2,0.671,0.671,1.46,1,1,0.709,0.709,1.513,1,2,4.123,4.123,5.327,1,0.6,25,2
63d18647419ae52f5e141607,1,3.727,3.727,5.393,1,1,1.939,1.939,2.662,1,1,1.455,1.455,3.193,1,2,0.907,0.907,1.621,1,1,0.634,0.634,1.771,1,2,0.544,0.544,1.77,1,1,0.56,0.56,1.866,1,11,2,0.538,0.538,1.38,1,1,1.075,1.075,2.062,1,2,0.886,0.886,1.52,1,1,0.533,0.533,1.302,1,1,0.722,0.722,1.461,1,2,0.519,0.519,1.065,1,1,0.447,0.791,1.282,2,1,0.475,0.907,1.173,2,2,0.45,0.45,1.029,1,2,1.703,1.703,2.394,1,2,0.945,0.945,2.102,1,2,0.614,0.614,1.408,1,1,1.21,1.53,1.98,2,1,0.775,0.775,1.289,1,1,0.714,0.714,1.26,1,1,0.969,0.969,1.467,1,2,0.635,0.635,1.126,1,2,6.939,6.939,7.837,1,0.75,25,1
5d332957d0635b00013bd785,1,2.091,2.091,2.851,1,1,1.146,1.146,1.773,1,1,0.803,0.803,1.638,1,2,0.719,0.719,1.395,1,2,0.576,1.063,1.351,2,1,0.517,0.517,1.27,1,2,0.5,0.5,1.029,1,11,1,0.799,0.799,1.629,1,2,1.279,1.279,2.051,1,2,1.119,1.119,1.943,1,2,0.784,0.784,1.395,1,1,0.683,0.683,1.069,1,2,0.688,0.688,1.411,1,1,0.622,0.622,1.069,1,2,1.477,1.477,2.166,1,1,1.939,1.939,2.569,1,2,0.825,0.825,1.478,1,2,0.746,0.746,1.2,1,1,0.576,0.576,1.142,1,1,0.679,0.679,1.581,1,2,0.516,0.516,1.109,1,2,0.512,0.512,1.382,1,2,0.643,0.643,1.362,1,2,0.517,0.517,1.113,1,2,5.129,5.129,6.033,1,0.6,25,3
5ac015efe1099600016a5d17,1,2.812,2.812,4.791,1,1,1.452,1.452,2.869,1,2,1.012,1.012,1.687,1,2,1.141,1.141,1.891,1,1,1.291,1.291,2.564,1,2,1.462,1.462,2.278,1,1,0.681,0.681,1.335,1,11,2,0.891,0.891,1.677,1,1,1.12,1.12,1.977,1,1,1.355,1.355,2.26,1,1,0.905,0.905,1.698,1,2,0.759,0.759,1.404,1,1,0.9,0.9,1.808,1,1,2.005,2.005,2.617,1,2,1.002,1.002,1.854,1,1,1.301,1.301,2.015,1,2,0.921,0.921,1.696,1,2,1.101,1.101,2.315,1,1,1.237,1.237,2.135,1,1,1.013,1.013,1.692,1,2,1.261,1.261,2.02,1,2,0.514,0.514,1.354,1,1,0.496,0.496,1.377,1,1,0.725,0.725,1.451,1,2,3.056,3.056,3.846,1,0.4,25,2
5bcf9a4765502300013b74a6,2,7.371,7.371,8.47,1,1,0.952,0.952,2.291,1,1,1.564,1.564,2.686,1,2,0.873,0.873,2.812,1,2,0.877,0.877,1.856,1,2,1.189,1.189,2.16,1,1,0.867,0.867,1.774,1,11,2,1.678,1.678,2.881,1,1,1.108,1.108,2.455,1,2,1.13,1.89,2.772,2,1,0.931,0.931,1.95,1,2,1.126,1.126,2.057,1,2,0.791,0.791,1.714,1,1,0.733,0.733,1.504,1,2,1.624,1.624,2.594,1,1,1.034,1.034,2.117,1,2,1.25,1.25,2.092,1,1,1.481,1.481,2.443,1,2,0.814,0.814,1.8,1,1,0.689,0.689,1.7,1,1,1.088,1.088,1.938,1,2,0.951,0.951,1.985,1,1,0.999,0.999,1.801,1,2,1.268,1.268,2.078,1,2,3.339,3.339,5.485,1,0.6,25,1
670f6171756d8d3b2a73e819,1,14.209,14.209,14.971,1,1,1.836,1.836,3.272,1,1,1.427,1.427,2.204,1,1,3.049,3.049,3.627,1,2,2.264,2.264,3.073,1,1,0.856,0.856,1.474,1,2,2.453,2.453,2.974,1,11,2,2.029,2.029,2.718,1,1,0.809,1.352,1.706,2,2,1.075,2.124,2.905,2,2,1.008,1.008,1.913,1,1,0.674,1.21,1.427,2,2,1.507,1.507,2.133,1,1,0.858,0.858,1.419,1,2,0.975,0.975,1.6,1,2,0.712,0.712,1.45,1,2,1.259,1.259,1.917,1,2,1.474,1.474,1.972,1,1,1.35,1.35,1.96,1,1,1.062,1.062,1.527,1,2,1.079,1.079,1.794,1,2,0.747,0.747,1.453,1,2,0.641,0.641,1.115,1,2,1.424,1.424,2.065,1,2,6.67,7.47,7.866,2,0.6,25,3
57ac9e210493620001d3a277,2,1.798,1.798,4.488,1,2,1.092,1.092,3.007,1,2,1.616,1.616,2.682,1,2,1.129,1.129,1.931,1,2,0.6,0.6,1.59,1,2,0.819,0.819,1.691,1,2,0.662,0.662,1.699,1,11,2,0.716,0.716,1.614,1,2,0.449,0.449,1.391,1,2,0.469,0.469,1.229,1,2,0.712,0.712,1.365,1,2,0.795,0.795,1.604,1,2,0.616,0.616,1.262,1,2,0.673,0.673,1.325,1,2,0.547,0.547,1.081,1,2,0.698,0.698,1.332,1,2,0.771,0.771,2.256,1,2,0.667,0.667,1.366,1,2,0.834,0.834,1.396,1,2,0.491,0.491,1.02,1,2,0.402,0.402,0.986,1,2,0.5,0.5,0.972,1,2,0.497,1.053,1.328,2,2,0.459,0.459,1.034,1,2,1.54,1.54,2.482,1,0.7,25,2
6733ea502e342b09d17e844e,2,4.549,4.549,5.195,1,1,1.706,1.706,2.33,1,1,1.67,1.67,2.298,1,2,0.519,1.12,1.752,2,2,0.509,0.509,1.115,1,2,1.04,1.04,1.651,1,2,0.593,2.875,3.183,3,11,1,0.768,0.768,1.371,1,2,0.607,0.607,1.28,1,1,0.501,0.501,1.122,1,2,0.64,0.64,1.127,1,2,0.441,0.441,0.905,1,1,0.647,0.647,1.132,1,2,0.667,0.667,1.217,1,2,0.421,0.421,0.846,1,1,0.518,0.916,1.156,2,1,4.355,5.752,6.28,4,1,0.921,0.921,1.783,1,2,0.755,0.755,1.552,1,1,0.58,0.58,1.289,1,2,0.434,1.221,1.64,3,1,0.659,0.659,1.534,1,2,0.431,0.431,0.956,1,1,0.422,0.422,1.283,1,2,2.84,2.84,5.627,1,0.5,25,3
65ca9c729a13f898ae374552,2,47.947,47.947,48.88,1,1,1.327,2.459,4.644,2,1,0.964,0.964,1.694,1,1,0.587,0.587,1.354,1,1,27.06,27.06,27.805,1,1,0.986,0.986,1.769,1,1,47.073,47.073,47.862,1,11,1,20.97,20.97,21.699,1,1,0.8,0.8,1.607,1,1,1.243,1.243,1.99,1,1,1.222,1.222,1.948,1,1,8.783,8.783,9.421,1,1,13.371,13.371,14.144,1,1,2.769,2.769,3.464,1,1,13.128,13.128,13.868,1,1,0.758,0.758,1.635,1,1,0.658,0.658,1.303,1,1,1.06,1.06,1.8,1,1,0.591,0.591,1.268,1,1,0.863,0.863,1.532,1,1,0.733,0.733,1.487,1,1,1.061,1.061,1.723,1,1,0.972,0.972,1.606,1,2,0.501,0.501,1.195,1,1,1.88,2.33,3.09,2,0.5,25,1
65429041aa9bde9216c53dc2,1,5.809,6.496,8.759,2,2,2.029,2.029,5.076,1,2,0.939,0.939,2.051,1,1,1.053,1.053,3.253,1,1,1.032,1.032,2.665,1,1,0.956,0.956,2.347,1,2,2.569,2.569,4.376,1,11,2,2.472,2.472,3.997,1,1,3.019,3.019,5.059,1,1,1.312,1.312,2.497,1,1,0.867,0.867,2.369,1,2,3.194,3.194,4.999,1,2,2.186,2.186,3.704,1,1,0.767,0.767,1.957,1,2,1.431,1.431,2.842,1,1,1.27,1.27,2.751,1,2,1.342,1.342,2.522,1,2,1.315,1.315,2.849,1,2,1.53,1.53,3.289,1,2,2.044,2.044,3.85,1,1,1.87,1.87,3.268,1,2,1.394,1.394,2.69,1,2,0.84,0.84,2.08,1,1,1.077,1.077,2.101,1,2,9.428,9.428,10.667,1,0.75,25,3
