ProlificID,r1_pred,r1_pred_t_First Click,r1_pred_t_Last Click,r1_pred_t_Page Submit,r1_pred_t_Click Count,r2_pred,r2_pred_t_First Click,r2_pred_t_Last Click,r2_pred_t_Page Submit,r2_pred_t_Click Count,r3_pred,r3_pred_t_First Click,r3_pred_t_Last Click,r3_pred_t_Page Submit,r3_pred_t_Click Count,r4_pred,r4_pred_t_First Click,r4_pred_t_Last Click,r4_pred_t_Page Submit,r4_pred_t_Click Count,r5_pred,r5_pret_t_First Click,r5_pret_t_Last Click,r5_pret_t_Page Submit,r5_pret_t_Click Count,r6_pred,r6_pred_t_First Click,r6_pred_t_Last Click,r6_pred_t_Page Submit,r6_pred_t_Click Count,r7_pred,r7_pred_t_First Click,r7_pred_t_Last Click,r7_pred_t_Page Submit,r7_pred_t_Click Count,attention_check,r8_pred,r8_pred_t_First Click,r8_pred_t_Last Click,r8_pred_t_Page Submit,r8_pred_t_Click Count,r9_pred,r9_pred_t_First Click,r9_pred_t_Last Click,r9_pred_t_Page Submit,r9_pred_t_Click Count,r10_pred,r10_pred_t_First Click,r10_pred_t_Last Click,r10_pred_t_Page Submit,r10_pred_t_Click Count,r11_v1,r11_pred_t_First Click,r11_pred_t_Last Click,r11_pred_t_Page Submit,r11_pred_t_Click Count,r12_pred,r12_pred_t_First Click,r12_pred_t_Last Click,r12_pred_t_Page Submit,r12_pred_t_Click Count,r13_pred,r13_pred_t_First Click,r13_pred_t_Last Click,r13_pred_t_Page Submit,r13_pred_t_Click Count,r14_pred,r14_pred_t_First Click,r14_pred_t_Last Click,r14_pred_t_Page Submit,r14_pred_t_Click Count,r15_pred,r15_pred_t_First Click,r15_pred_t_Last Click,r15_pred_t_Page Submit,r15_pred_t_Click Count,r16_pred,r16_pred_t_First Click,r16_pred_t_Last Click,r16_pred_t_Page Submit,r16_pred_t_Click Count,final_categorical,final_categorical_t_First Click,final_categorical_t_Last Click,final_categorical_t_Page Submit,final_categorical_t_Click Count,rewards,round,version
67e037f21c6a42a34775ee52,1,5.232,6.084,6.774,2,1,1.104,2.107,3.084,2,1,1.192,1.192,4.338,1,2,0.947,1.251,2.37,2,2,1.14,1.684,2.802,2,2,1.1,1.1,2.123,1,2,1.098,1.098,2.142,1,11,2,0.902,0.902,1.667,1,2,0.877,0.877,1.686,1,2,1.021,1.021,2.074,1,2,0.716,0.716,2.166,1,2,0.863,0.863,1.798,1,2,1.258,1.258,2.889,1,2,1.05,1.05,2.481,1,2,1.054,1.054,2.198,1,2,1.184,1.184,2.002,1,2,8.384,8.384,9.677,1,0.45,17,3
66d4ec6fe6d7a979e98b5ff3,1,4.37,4.37,5.42,1,2,2.335,4.291,5.482,2,2,1.516,1.516,2.3,1,1,0.967,0.967,1.885,1,1,0.776,0.776,1.682,1,2,1.295,1.295,2.518,1,1,0.883,0.883,1.954,1,11,2,0.927,0.927,1.626,1,2,1.086,1.086,2.225,1,2,0.719,0.719,1.755,1,1,1.63,1.63,2.921,1,1,1.174,1.174,2.144,1,1,0.685,0.685,2.099,1,2,0.806,0.806,1.805,1,2,4.145,4.145,5.461,1,1,1.487,1.487,2.472,1,2,14.344,14.344,15.304,1,0.4,17,2
5e81d1533a915c8c348bd782,2,1.222,1.222,2.076,1,2,1.169,1.169,1.974,1,2,0.953,0.953,1.676,1,2,0.918,0.918,1.471,1,2,0.929,0.929,1.483,1,2,0.888,0.888,1.412,1,2,0.92,0.92,1.855,1,11,2,0.796,1.438,2.292,2,2,0.82,0.82,1.574,1,2,0.95,0.95,1.643,1,2,0.716,0.716,1.44,1,2,0.733,0.733,1.417,1,2,0.995,0.995,1.508,1,2,0.711,0.711,1.364,1,2,0.768,0.768,1.501,1,2,0.735,0.735,1.41,1,2,2.857,2.857,3.751,1,0.5,17,3
6390d7224a12f1a29cfef1ab,2,7.447,12.07,13.931,6,2,2.327,4.719,5.839,3,2,2.15,4.307,5.427,3,1,1.356,1.531,2.86,2,2,4.308,4.483,5.565,2,1,3.715,3.922,4.826,2,1,1.574,1.716,2.501,2,11,2,1.832,8.032,8.838,9,1,1.511,2.388,4.659,3,2,1.09,1.994,2.847,3,1,3.8,5.311,5.996,4,2,0.873,1.859,2.79,3,2,0.909,1.548,2.3,3,1,0.793,1.58,2.398,3,2,0.752,1.21,2.077,3,2,0.921,1.464,2.264,3,2,0.841,7.886,8.832,6,0.4,17,1
6759e54d994e3aa6f5878afd,1,1.99,3.017,3.472,2,1,1.138,1.691,2.276,2,2,0.718,0.718,1.4,1,2,0.746,0.746,1.411,1,2,0.848,0.848,1.58,1,1,0.978,1.569,2.101,2,1,1.817,1.817,2.454,1,11,2,0.955,0.955,1.801,1,2,1.597,1.597,2.6,1,2,1.818,2.53,3.203,2,1,1.189,1.913,2.303,2,1,0.578,0.985,1.408,2,1,0.691,1.179,2.289,2,2,0.829,1.569,1.995,2,2,0.956,1.579,1.815,2,2,1.597,1.597,2.291,1,2,3.109,6.186,6.611,3,0.55,17,2
67d21390af2dd980a764b4a8,1,6.964,6.964,7.779,1,2,1.294,1.294,2.744,1,2,2.487,2.487,3.609,1,2,1.172,1.172,2.772,1,2,0.87,0.87,2.045,1,2,1.326,1.326,2.204,1,2,0.786,0.786,2.186,1,11,2,0.773,0.773,1.749,1,2,0.803,0.803,1.754,1,2,1.442,1.442,2.287,1,2,1.388,1.388,2.303,1,1,0.666,0.666,1.52,1,2,0.541,1.217,2.107,2,1,0.564,0.564,1.685,1,2,0.917,0.917,1.773,1,2,1.047,1.047,1.997,1,2,3.573,3.573,5.101,1,0.45,17,2
60e5caad22e3f82821cf5d15,2,3.906,3.906,4.806,1,1,2.127,2.127,3.229,1,1,2.586,2.586,4.07,1,2,1.141,1.141,2.194,1,1,1.076,1.076,2.297,1,2,0.695,0.695,1.703,1,1,0.791,0.791,1.939,1,11,1,0.846,0.846,1.729,1,2,1.015,1.015,2.835,1,2,0.8,0.8,2.269,1,1,0.708,0.708,1.771,1,1,0.91,0.91,2.121,1,2,0.833,0.833,1.971,1,2,1.809,1.809,2.776,1,1,3.021,3.021,4.229,1,1,0.772,0.772,2.767,1,2,4.617,4.617,5.885,1,0.35,17,3
5d83c1e911cb3a0001570ea4,2,16.844,16.844,19.232,1,2,7.665,7.665,9.686,1,2,83.435,83.435,86.141,1,2,0.86,0.86,2.799,1,1,1.843,2.659,4.816,2,1,1.871,1.871,4.857,1,2,5.236,5.236,7.155,1,11,1,55.521,55.521,57.476,1,2,1.635,1.635,3.407,1,2,4.22,4.22,6.392,1,2,24.02,24.02,25.976,1,2,3.164,3.164,5.052,1,2,1.775,1.775,3.561,1,1,3.486,4.069,5.872,2,2,2.004,2.004,3.757,1,2,0.881,0.881,2.869,1,2,7.996,7.996,9.75,1,0.3,17,2
6752210f9cba2c418c6ec1e0,1,2.451,2.502,3.538,2,2,2.079,2.255,2.901,2,2,1.451,1.676,2.444,2,2,1.678,1.883,2.374,2,1,0.916,1.103,1.779,2,1,0.772,0.959,1.627,2,1,0.831,1.02,2,2,11,2,0.752,0.978,1.561,2,1,1.556,1.752,2.655,2,1,1.123,1.328,1.97,2,1,0.624,1.2,1.88,4,2,1.225,1.39,2.066,2,1,0.745,1.655,1.998,4,1,2.281,2.486,3.158,2,2,2.567,2.789,3.506,2,1,0.866,1.082,1.734,2,1,5.406,5.592,6.4,2,0.3,17,2
610f7619672322f2c0c98396,1,2.225,4.869,5.901,2,2,0.976,4.008,4.437,3,1,1.43,2.222,3.7,2,1,0.52,1.028,2.053,2,1,1.26,3.225,4.054,2,2,0.524,1.867,1.89,4,2,0.653,1.249,1.928,2,11,1,0.909,1.268,2.348,2,2,0.915,1.224,2.277,2,2,1.582,1.942,2.889,2,1,0.564,3.673,4,4,1,0.548,5.093,5.856,5,2,0.851,4.084,4.701,5,2,0.4,0.968,1.948,2,1,0.718,1.726,2.448,2,1,0.617,1.061,1.685,2,2,0.975,4.918,5.288,2,0.25,17,1
62c55056993f53f1e8cf8e30,2,11.355,11.355,12.466,1,1,1.543,1.543,2.861,1,2,2.804,2.804,4.3,1,1,1.754,1.754,2.785,1,2,1.049,1.049,2.056,1,2,0.814,0.814,1.77,1,2,0.834,0.834,1.808,1,11,2,1.277,1.277,2.222,1,2,0.602,0.602,1.552,1,1,1.288,1.288,2.142,1,2,0.972,0.972,2.002,1,1,0.798,0.798,1.7,1,1,1.055,2.192,3.062,2,2,1.514,1.514,2.847,1,2,1.741,1.741,2.595,1,2,0.947,0.947,1.913,1,2,2.495,2.495,3.34,1,0.45,17,1
6682dc315525b47afe88826d,1,3.803,3.803,5.519,1,1,1.743,1.743,2.895,1,2,1.721,1.721,2.89,1,2,1.858,1.858,2.826,1,2,2.75,2.75,3.947,1,1,1.782,2.765,3.923,2,1,3.912,3.912,5.196,1,11,2,3.245,3.245,4.407,1,1,2.015,2.015,4.319,1,2,1.667,1.667,2.844,1,1,1.139,1.139,2.246,1,1,1.451,1.451,2.947,1,1,2.874,2.874,4.488,1,2,1.435,1.435,2.619,1,2,1.342,1.342,2.461,1,2,2.404,2.404,3.403,1,2,4.678,4.678,5.944,1,0.4,17,1
675a2ef45fbe0cc52b8403ae,2,8.298,12.866,13.651,4,1,9.301,9.301,10.067,1,2,1.32,1.32,3.665,1,1,1.103,1.103,1.822,1,1,2.134,2.134,2.878,1,2,3.833,3.833,4.52,1,2,39.818,40.745,41.504,2,11,2,95.822,95.822,96.79,1,1,0.882,0.882,1.507,1,1,0.635,0.635,1.562,1,1,0.796,1.716,2.835,2,2,4.423,6.465,7.042,3,2,34.811,34.811,35.601,1,1,1.32,1.32,2.784,1,2,1.413,1.413,2.39,1,1,2.306,2.306,3.363,1,2,5.608,5.608,6.804,1,0.6,17,1
67cdf158555dc24e9c13714a,1,2.024,2.024,3.665,1,1,2.305,2.305,4.514,1,2,1.762,1.762,3.064,1,1,1.306,1.306,2.526,1,2,1.181,1.181,2.628,1,2,1.434,1.434,2.829,1,1,1.149,1.149,2.701,1,11,1,2.335,2.335,3.651,1,1,0.938,0.938,2.261,1,1,1.188,1.188,2.388,1,1,1.719,1.719,2.891,1,1,1.092,1.092,2.307,1,1,1.124,1.124,2.468,1,1,1.034,1.034,2.445,1,2,0.959,0.959,2.418,1,2,2.063,2.063,3.426,1,2,4.653,4.653,7.037,1,0.25,17,3
66c0441e33d85e9bfd14bcc8,2,7.033,7.033,8.531,1,2,2.351,2.351,4.147,1,1,3.113,3.113,4.337,1,2,3.294,3.294,4.433,1,2,4,4,5.317,1,1,1.906,1.906,3.131,1,1,2.44,2.44,3.587,1,11,1,1.963,1.963,3.034,1,2,1.72,1.72,3.068,1,2,1.987,1.987,4.331,1,2,2.423,2.423,3.663,1,1,1.516,1.516,2.988,1,1,1.266,1.266,2.215,1,2,1.679,1.679,2.846,1,2,1.501,1.501,2.593,1,2,1.684,1.684,3.02,1,2,3.786,3.786,5.248,1,0.5,17,3
66dd4aa3792eea0ebd7477b2,1,5.457,5.457,8.013,1,2,3.891,3.891,5.281,1,2,1.747,1.747,3.366,1,2,2.705,2.705,4.352,1,2,1.575,1.575,2.785,1,2,1.832,1.832,2.941,1,2,1.749,1.749,3.445,1,11,2,1.677,1.677,2.727,1,2,2.151,2.151,3.25,1,1,1.068,1.068,1.971,1,2,1.498,1.498,2.618,1,2,1.433,1.433,2.258,1,2,1.992,1.992,3.721,1,2,1.356,1.356,2.242,1,1,8.348,8.348,9.632,1,2,2.335,2.335,5.631,1,2,4.381,4.381,5.661,1,0.35,17,2
582afed4ce3a0e00010b3245,2,4.78,4.78,6.343,1,1,4.154,4.154,5.31,1,1,2.944,2.944,4.161,1,2,2.776,2.776,4.559,1,1,1.309,1.309,2.825,1,2,2.026,2.026,3.389,1,2,1.684,1.684,2.579,1,11,1,1.757,1.757,2.709,1,1,6.035,6.035,7.024,1,2,1.62,1.62,2.705,1,2,1.931,1.931,3.345,1,1,4.921,4.921,6.425,1,1,1.742,1.742,2.752,1,2,2.155,2.155,3.21,1,1,1.162,1.162,2.445,1,1,1.878,1.878,3.089,1,1,5.588,5.588,6.469,1,0.25,17,3
66b638403cc5a94acf985177,2,3.366,3.366,4.01,1,2,0.577,1.127,1.501,2,2,0.948,1.788,2.367,2,2,0.557,1.04,1.313,2,2,0.589,0.589,1.179,1,2,0.561,0.561,1.165,1,2,0.484,0.484,1.055,1,11,2,0.98,0.98,1.44,1,2,0.353,0.353,1.043,1,2,0.513,0.513,1.034,1,2,0.61,0.61,1.092,1,2,0.629,1.056,1.26,2,2,0.545,0.545,0.964,1,2,0.574,1.335,1.64,3,2,0.561,0.561,0.993,1,2,0.483,0.843,1.089,2,2,1.4,1.4,2.035,1,0.5,17,2
63b6be5e93fb553e9f17f8a6,2,3.417,3.417,4.222,1,2,2.175,2.84,3.372,2,2,0.769,0.769,1.253,1,2,1.03,1.03,1.775,1,2,0.75,0.75,1,1,2,0.734,1.226,1.585,2,2,0.755,0.755,1.169,1,11,1,1.416,1.416,1.855,1,1,0.773,0.773,1.1,1,1,1.262,1.262,1.592,1,2,0.684,0.684,1.088,1,2,2.084,2.084,2.487,1,2,1.337,1.688,2.158,2,1,1.092,1.718,2.063,2,1,0.999,0.999,1.352,1,1,0.699,0.699,1.101,1,2,4.212,4.212,4.751,1,0.5,17,1
682cee61cd9e83aea7e3df3b,1,2.972,2.972,4.057,1,2,1.349,1.349,2.393,1,2,1.571,1.571,2.511,1,2,1.104,1.104,2.196,1,1,1.121,1.121,2.549,1,2,0.7,0.7,1.724,1,2,0.918,0.918,1.786,1,11,2,1.485,1.485,2.474,1,1,0.873,0.873,1.661,1,2,0.707,0.707,1.542,1,2,0.751,0.751,1.595,1,2,0.875,1.747,2.303,2,1,1.099,1.099,1.96,1,2,0.831,0.831,1.722,1,2,0.64,0.64,1.573,1,1,0.717,0.717,1.586,1,2,6.079,6.079,7.195,1,0.35,17,3
67a507f52decb8dbaacc29e3,2,11.491,18.673,20.423,3,2,9.59,9.59,11.191,1,1,3.511,3.511,4.792,1,1,1.889,1.889,3.403,1,1,3.023,3.023,5.484,1,2,2.051,2.051,3.188,1,2,2.153,2.153,3.725,1,11,2,3.933,3.933,4.97,1,2,2.851,2.851,4.026,1,2,3.764,3.764,4.96,1,2,2.504,2.504,3.455,1,2,2.259,2.259,3.625,1,1,1.693,1.693,2.638,1,1,2.22,2.22,3.365,1,2,1.83,1.83,3.129,1,1,3.225,5.254,6.433,2,1,6.342,6.342,7.711,1,0.4,17,2
63acbbe336a9ca92853dca4a,2,5.348,5.348,6.521,1,2,2.927,2.927,4.268,1,2,0.901,0.901,2.251,1,1,2.383,2.383,3.619,1,1,1.256,1.256,2.534,1,1,0.945,0.945,2.317,1,2,1.089,1.089,2.012,1,11,2,1.237,1.237,2.314,1,1,0.901,0.901,2.155,1,1,1.244,1.244,2.481,1,2,1.425,1.425,2.201,1,1,1.087,2.199,2.832,2,2,1.12,1.12,1.881,1,1,1.605,1.605,3.394,1,1,0.981,0.981,2.122,1,1,0.934,0.934,1.88,1,2,4.594,4.594,6.502,1,0.55,17,1
64d901edd0bcbd2cf64d560f,2,11.611,11.611,13.322,1,1,3.837,3.837,4.857,1,1,0.879,0.879,1.783,1,1,0.587,0.587,1.589,1,2,5.873,5.873,6.664,1,2,0.747,0.747,1.698,1,2,0.637,0.637,1.815,1,11,1,2.417,2.417,3.223,1,1,1.262,1.262,1.807,1,1,1.397,1.397,2.151,1,1,0.576,0.576,1.321,1,1,0.833,1.537,1.883,2,1,0.876,1.412,1.696,2,1,0.594,0.594,1.164,1,2,3.415,3.415,4.333,1,2,1.052,1.052,1.787,1,2,3.699,3.699,5.024,1,0.5,17,2
6667dbd94495604d50930c5d,2,1.935,4.164,4.496,3,1,2.938,3.902,4.735,2,1,2.129,4.541,5.138,3,2,1.522,2.187,2.718,2,1,1.533,2.331,3.064,2,1,1.918,2.716,3.298,2,1,0.756,1.372,1.822,2,11,2,2.277,2.841,3.939,2,2,2.006,2.639,3.139,2,1,1.547,3.112,3.542,4,1,0.734,1.651,2.68,3,2,1.045,1.61,2.542,2,1,0.818,1.401,1.85,2,1,0.876,1.574,2.137,2,2,1.716,2.248,2.912,2,1,1.436,2.476,2.701,3,2,4.175,4.175,4.873,1,0.4,17,2
663eccd51fd6d859c55a84da,2,4.922,7.715,8.567,2,2,2.295,2.295,2.939,1,2,0.756,0.756,1.735,1,1,1.327,1.327,2.202,1,2,1.169,1.169,1.757,1,2,0.488,0.488,1.339,1,2,1.431,1.431,2.314,1,11,1,1.394,1.394,2.173,1,2,1.031,1.031,1.691,1,1,1.464,1.464,2.108,1,2,2.271,2.271,2.842,1,2,0.561,0.561,1.411,1,2,1.349,1.349,2.048,1,1,1.053,1.053,1.6,1,1,0.657,0.657,1.236,1,2,0.562,0.562,1.108,1,2,2.943,2.943,3.737,1,0.25,17,2
670041fb3be55ead9d04bd4e,1,5.083,5.083,6.524,1,1,3.269,4.335,5.059,2,2,1.465,1.465,2.572,1,1,1.115,2.548,9.989,2,2,1.487,1.487,3.197,1,2,1.357,1.357,2.221,1,2,1.065,1.065,2.77,1,11,2,1.213,2.141,2.429,2,1,1.508,1.508,2.638,1,1,0.764,0.764,1.681,1,1,1.186,1.186,2.209,1,2,1.918,1.918,2.765,1,1,0.837,1.749,2.71,3,1,0.84,0.84,1.662,1,2,0.672,0.672,1.63,1,1,1.107,1.107,1.917,1,2,3.819,3.819,4.625,1,0.35,17,2
67ad2f18d844906957575521,1,7.143,8.299,9.399,2,1,3.762,3.762,6.091,1,2,1.093,1.093,2.044,1,1,1.961,1.961,3.453,1,1,5.446,5.446,6.628,1,1,0.891,0.891,2.009,1,2,2.345,2.345,3.317,1,11,1,0.959,0.959,2.19,1,2,0.824,0.824,3.238,1,1,0.701,0.701,1.716,1,2,0.896,0.896,1.751,1,1,0.818,0.818,1.666,1,1,0.738,0.738,1.559,1,1,1.123,1.123,1.9,1,2,1.171,1.171,1.991,1,2,1.023,1.023,1.912,1,2,13.482,13.482,14.416,1,0.3,17,3
66334e44f0f01a69e961ee4f,1,13.962,13.962,18.839,1,1,8.525,8.525,11.615,1,2,3.598,3.598,4.858,1,1,6.616,6.616,7.602,1,2,1.56,1.56,3.02,1,2,1.251,1.251,2.318,1,1,1.136,1.136,2.194,1,11,2,0.956,0.956,2.27,1,2,1.404,1.404,2.183,1,2,1.131,1.131,1.925,1,2,1.048,1.048,1.707,1,1,12.316,12.316,12.965,1,2,1.141,1.141,1.904,1,1,5.984,5.984,6.723,1,2,0.986,0.986,1.74,1,2,0.964,0.964,1.598,1,2,2.526,2.526,4.593,1,0.3,17,1
67e494e108181d6621738771,1,14.511,15.48,16.881,2,2,16.856,16.856,17.859,1,2,1.142,1.142,2.363,1,1,1.356,1.356,2.471,1,2,1.504,1.504,2.508,1,2,1.153,1.153,2.012,1,1,1.373,1.373,3.291,1,11,1,7.066,7.066,8.097,1,2,1.172,1.172,2.265,1,2,4.219,4.219,5.341,1,1,3.388,3.388,4.286,1,2,3.008,3.008,3.747,1,2,0.989,0.989,2.478,1,1,1.773,3.61,6.509,2,1,7.094,7.094,7.999,1,1,10.197,10.197,11.484,1,2,18.135,18.135,19.534,1,0.4,17,3
6723b48ee32121e982a935b6,1,5.276,5.276,7.278,1,2,2.614,2.614,4.038,1,1,1.802,1.802,2.868,1,1,4.2,4.2,5.649,1,2,1.681,1.681,2.662,1,2,1.651,1.651,2.404,1,2,1.32,1.32,2.246,1,11,2,1.365,1.365,2.69,1,2,2.465,2.995,3.773,2,1,1.61,1.61,2.829,1,2,1.402,1.402,2.772,1,2,1.384,1.384,2.343,1,2,1.117,1.117,2.283,1,2,1.435,1.435,2.802,1,1,1.149,1.149,2.097,1,1,1.582,1.582,2.701,1,1,3.672,8.77,11.941,2,0.5,17,3
6772afe370c7578b10f06255,1,7.497,7.497,9.891,1,2,5.526,5.526,7.695,1,2,2.662,2.662,4.385,1,1,6.317,6.317,7.801,1,1,2.987,2.987,5.925,1,1,2.312,2.312,5.199,1,2,1.352,1.352,2.952,1,11,1,3.658,3.658,5.038,1,1,2.063,2.063,3.639,1,1,2.712,2.712,4.401,1,2,2.649,2.649,4.161,1,2,2.264,2.264,3.774,1,1,2.652,2.652,3.923,1,1,1.741,1.741,3.446,1,1,2.33,2.33,3.474,1,1,2.199,2.199,4.128,1,2,5.929,5.929,6.865,1,0.45,17,1
559c3b0efdf99b32b6963e81,1,2.202,2.202,3.317,1,1,2.356,2.356,3.728,1,1,0.949,0.949,1.916,1,1,0.723,0.723,2.137,1,2,0.696,0.696,1.367,1,2,0.698,1.309,1.706,2,2,0.494,0.494,1.339,1,11,2,0.668,0.668,1.448,1,2,0.82,0.82,1.457,1,2,0.624,0.624,1.188,1,2,0.445,0.445,0.938,1,2,0.604,0.604,1.168,1,2,0.648,0.648,1.242,1,2,0.902,0.902,1.855,1,2,1.453,1.453,2.17,1,2,1.114,1.114,2.262,1,2,5.023,5.023,6.713,1,0.4,17,1
67eb05609784671d4a2cf76c,1,3.666,3.666,4.807,1,1,3.349,3.349,6.154,1,1,2.759,4.687,5.341,2,1,1.315,1.315,2.633,1,1,1.491,1.491,2.401,1,1,1.178,1.178,3.511,1,2,0.956,0.956,1.97,1,11,1,2.301,3.509,4.699,2,2,1.028,1.028,2.465,1,2,2.094,2.094,3.124,1,2,1.082,1.082,2.048,1,1,0.9,1.764,2.802,2,1,0.68,0.68,1.604,1,2,0.866,0.866,1.831,1,2,0.792,0.792,1.678,1,2,1.26,1.26,2.104,1,2,5.966,5.966,6.957,1,0.25,17,3
633f63a85f73534dbcfa5ae5,1,2.637,2.637,4.033,1,2,4.117,4.117,4.88,1,2,1.083,1.083,2.908,1,1,2.143,2.143,3.224,1,2,1.519,1.519,2.182,1,2,0.656,1.293,1.684,2,2,0.86,0.86,1.732,1,11,2,1.524,2.273,2.977,2,2,1.158,1.158,2.003,1,2,1.978,1.978,2.9,1,2,4.77,5.496,6.286,2,1,1.804,1.804,3.594,1,1,1.743,2.461,2.897,2,2,1.089,2.052,2.873,2,2,3.4,3.4,4.186,1,1,1.627,1.627,2.292,1,2,2.922,2.922,5.095,1,0.35,17,1
5ba345bcf07414000106135e,2,4.252,4.252,5.752,1,2,2.625,2.625,3.77,1,2,4.412,4.412,5.95,1,1,2.795,2.795,3.802,1,2,1.779,1.779,2.934,1,1,2.567,2.567,3.776,1,1,1.298,1.298,3.292,1,11,1,2.061,2.061,3.562,1,1,4.105,4.105,5.572,1,1,2.638,2.638,4.248,1,1,1.54,1.54,2.759,1,2,2.271,2.271,3.74,1,1,2.951,2.951,4.754,1,2,3.157,3.157,4.5,1,1,4.97,4.97,6.301,1,1,1.81,1.81,3.149,1,2,4.3,4.3,6.2,1,0.3,17,2
67803a05b60a2727e9fa85b4,1,4.371,4.371,5.256,1,2,1.169,1.169,2.199,1,1,0.994,0.994,2.054,1,1,2.76,2.76,3.701,1,1,2.923,2.923,3.727,1,2,0.896,0.896,1.533,1,2,1.436,1.436,2.499,1,11,2,0.926,0.926,1.867,1,1,0.737,0.737,1.542,1,2,0.634,2.114,2.934,2,1,1.262,1.262,2.283,1,1,0.897,0.897,1.678,1,1,0.548,0.548,1.153,1,2,0.506,0.506,1.367,1,1,0.551,0.551,1.163,1,1,1.06,1.06,2.089,1,2,6.919,6.919,7.756,1,0.2,17,3
67648b2d2ca3bdd206096be7,1,32.288,32.288,36.46,1,1,4.334,4.334,7.999,1,1,1.719,1.719,5.062,1,1,1.101,1.101,2.596,1,2,0.903,0.903,3.462,1,2,1.059,1.059,2.538,1,1,0.893,3.809,4.595,2,11,1,1.822,1.822,2.955,1,2,1.102,1.102,2.522,1,2,0.825,0.825,2.339,1,2,1.084,1.581,2.714,2,1,6.177,6.177,7.638,1,2,0.912,1.302,2.525,2,2,5.764,5.764,7.1,1,1,1.424,1.424,2.91,1,2,1.304,1.304,2.632,1,1,4.572,4.572,10.02,1,0.2,17,1
65fcaa30c61e9b7657625912,1,9.11,9.11,12.005,1,2,3.877,3.877,5.209,1,2,3.709,5.667,6.736,2,2,5.201,5.201,6.514,1,1,4.292,4.292,5.44,1,2,1.941,1.941,3.104,1,2,3.27,3.27,4.416,1,11,2,3.309,3.309,4.388,1,2,1.269,1.269,2.334,1,2,1.517,1.517,2.68,1,1,1.139,1.139,2.236,1,2,1.622,1.622,2.834,1,2,1.315,1.315,2.41,1,1,1.069,1.069,2.225,1,1,1.106,1.106,2.387,1,1,1.724,1.724,2.887,1,2,3.85,3.85,5.112,1,0.4,17,3
63dcd86bd374857212812b5a,1,11.798,11.798,14.692,1,2,5.766,5.766,7.594,1,2,3.695,3.695,5.299,1,1,2.278,2.278,3.787,1,2,9.086,9.086,10.985,1,1,3.999,3.999,5.442,1,1,3.618,3.618,5.103,1,11,2,1.536,1.536,3.586,1,1,4.504,4.504,7.116,1,1,5.089,5.089,6.828,1,1,2.383,2.383,3.85,1,2,6.002,6.002,7.926,1,1,2.903,2.903,4.027,1,2,6.882,6.882,8.476,1,1,9.512,9.512,11.158,1,2,9.472,9.472,11.252,1,2,5.692,5.692,7.553,1,0.35,17,3
63d423b81f5e313b9958723c,1,3.225,3.225,4.517,1,2,1.684,2.498,3.862,2,1,0.572,0.572,1.343,1,2,0.625,0.625,1.309,1,1,0.685,0.685,1.263,1,2,0.646,0.646,1.321,1,2,0.538,0.538,1.166,1,11,2,0.567,0.567,1.154,1,1,0.575,0.575,1.187,1,2,0.478,0.478,1.13,1,1,0.49,0.49,1.118,1,1,1.151,1.655,2.201,2,1,0.434,0.434,1.014,1,1,0.572,0.572,1.113,1,2,0.386,0.386,0.981,1,2,0.405,0.405,0.993,1,2,2.605,2.605,3.792,1,0.5,17,2
66ac7e44544c4c1c5eb38683,2,5.886,5.886,7.93,1,2,4.944,4.944,7.1,1,1,3.475,3.475,5.015,1,1,3.175,3.175,4.9,1,1,2.334,2.334,3.4,1,1,1.211,1.211,2.439,1,1,1.177,1.177,2.256,1,11,2,1.426,1.426,2.745,1,1,1.997,1.997,3.259,1,1,1.1,1.1,2.639,1,1,1.364,1.364,2.589,1,2,8.478,8.478,9.772,1,1,156.728,156.728,158.064,1,2,2.351,2.351,3.449,1,2,1.311,1.311,2.596,1,1,3.839,3.839,5.013,1,2,7.869,7.869,9.098,1,0.4,17,2
657cc1ccc372fc150e31af02,1,8.979,8.979,13.457,1,1,1.513,1.513,2.656,1,2,1.037,1.037,2.566,1,2,4.175,4.175,5.634,1,1,2.729,2.729,3.772,1,1,1.693,1.693,2.837,1,2,1.018,1.018,1.863,1,11,2,3.567,3.567,4.601,1,1,4.112,4.112,6.168,1,2,3.981,3.981,5.673,1,1,2.368,2.368,3.841,1,1,2.141,2.592,3.568,2,2,1.356,1.356,3.432,1,2,1.504,1.504,2.664,1,2,1.797,1.797,4.092,1,1,1.234,1.234,2.743,1,2,3.871,3.871,4.797,1,0.4,17,2
67b746fca75ce7e982a23c67,1,3.619,34.116,35.599,3,1,3.869,15.79,17.202,2,1,3.959,3.959,5.389,1,2,1.956,1.956,3.636,1,1,2.034,2.034,3.759,1,1,3.252,3.252,4.749,1,2,1.722,1.722,3.409,1,1,2,2.423,2.423,4.018,1,2,2.788,2.788,4.885,1,1,1.659,1.659,3.371,1,2,2.081,2.081,3.481,1,2,2.243,2.243,3.913,1,2,2.064,3.58,6.389,2,2,2.646,4.051,5.698,2,1,1.67,3.089,4.299,2,2,1.505,1.505,2.801,1,2,3.862,3.862,5.237,1,0.55,17,1
